Company,Position,GL_Job,Dept
Canadian Niagara Hotels Inc,Supervisor,540043060-Hr Wage,009001-Attractions - Ride Ops & Couponers
Canadian Niagara Hotels Inc,Maintenance,530540060-Salary,009002-Attractions - Maintenance
Canadian Niagara Hotels Inc,Maintenance,540643060 Maint Wages,009002-Attractions - Maintenance
Canadian Niagara Hotels Inc,Ride Maintenance,540640060-Maint Wage,009002-Attractions - Maintenance
Canadian Niagara Hotels Inc,Cashier,554243060 Cashier Wages,009007-Cashiers and Supervisors
Canadian Niagara Hotels Inc,Redemption Assoc,540043056-Hr Wage,009007-Cashiers and Supervisors
Canadian Niagara Hotels Inc,Supervisor,540043060-Hr Wage,009007-Cashiers and Supervisors
Canadian Niagara Hotels Inc,Game Technician,540043061-Hr Wge Att,009008-Game Techs and Ride Operators
Canadian Niagara Hotels Inc,Ride Operator,540043062-Ride Opera,009008-Game Techs and Ride Operators
,,,
Jungle Restaurant Niagara Ltd,Retail Associate,550026055-RFC Retail,000200-Merch.
Jungle Restaurant Niagara Ltd,Retail Manager,510026055-Mgmt Wages,000200-Merch.
Jungle Restaurant Niagara Ltd,FOH Mgr,520026020-Spvr Wage,000300-F_Hse Mgmt
Jungle Restaurant Niagara Ltd,Restaurant Mgr,510026020-Mgmt Wage,000300-F_Hse Mgmt
Jungle Restaurant Niagara Ltd,Restaurant Super,520026020-Spvr Wage,000300-F_Hse Mgmt
Jungle Restaurant Niagara Ltd,Asst Manager,510526020-BOH Mgr RF,000351-B_Hse Mgmt
Jungle Restaurant Niagara Ltd,Kitchen Supervisor,520526020-BOH Sup RF,000351-B_Hse Mgmt
Jungle Restaurant Niagara Ltd,RFC Kit Mgr,510526020-BOH Mgr RF,000351-B_Hse Mgmt
Jungle Restaurant Niagara Ltd,"Leadhand , Prep",551026020-Prod RFC,000500-Cooks
Jungle Restaurant Niagara Ltd,Line Cook Entry,551126020-Cooks,000500-Cooks
Jungle Restaurant Niagara Ltd,Line Supervisor,551126020-Cooks,000500-Cooks
Jungle Restaurant Niagara Ltd,Prep Cook Entry,551026020-Prod RFC,000500-Cooks
Jungle Restaurant Niagara Ltd,Prep Cook Lead,551026020-Prod RFC,000500-Cooks
Jungle Restaurant Niagara Ltd,Prep Cook Multi,551026020-Prod RFC,000500-Cooks
Jungle Restaurant Niagara Ltd,Dishwasher,554626020-Dishwasher,000510-Dishwashers
Jungle Restaurant Niagara Ltd,Dishwasher,554626020-Dishwasher,000510-Dishwashers
Jungle Restaurant Niagara Ltd,Server,554426020-Servers,000530-Servers
Jungle Restaurant Niagara Ltd,Busperson,554926020-Buspersons,000540-Bussers
Jungle Restaurant Niagara Ltd,Receiver,555026020-StoreRm Wa,000550-Receiving
Jungle Restaurant Niagara Ltd,Host,546026020-Seat_Greet,000560-Host_Hostess
Jungle Restaurant Niagara Ltd,Fish Curator,553126083-Maint Wage,000600-Maint.
Jungle Restaurant Niagara Ltd,Maintenance,553126083-Maint Wage,000600-Maint.
Jungle Restaurant Niagara Ltd,Maintenance Mgr,553126083-Maint Wage,000600-Maint.
Jungle Restaurant Niagara Ltd,Night Cleaner,554726020-Night Clea,000600-Maint.
Jungle Restaurant Niagara Ltd,Admin Assistant,530026075-Admin Sal,005700-Administration
Jungle Restaurant Niagara Ltd,RFC GM,500026075-Exec.Sal,005700-Administration
,,,
Music Legends Limited,Merch Mgr,510020055-Mgmt Wage,000200-Merch.
Music Legends Limited,Retail Associate,550020055-HRC Retail,000200-Merch.
Music Legends Limited,Retail Manager,520020055-Spvr Wage,000200-Merch.
Music Legends Limited,Sales Associate,550020055-HRC Retail,000200-Merch.
Music Legends Limited,Spin to Win,550020055-HRC Retail,000200-Merch.
Music Legends Limited,FOH Supervisor,520020020-Spvr Wage,000300-F_Hse Mgmt
Music Legends Limited,HRC FOH Mgr.,520020020-Spvr Wage,000300-F_Hse Mgmt
Music Legends Limited,Restaurant Super,520020020-Spvr Wage,000300-F_Hse Mgmt
Music Legends Limited,BOH Supervisor,520520020-BOH Sup HR,000351-B_Hse Mgmt
Music Legends Limited,Kitchen Manager,510520020-BOH Mgr HR,000351-B_Hse Mgmt
Music Legends Limited,Kitchen Supervisor,520520020-BOH Sup HR,000351-B_Hse Mgmt
Music Legends Limited,Lead Hand,520520020-BOH Sup HR,000351-B_Hse Mgmt
Music Legends Limited,Entry Line Cook,551120020-Cooks,000500-Cooks
Music Legends Limited,Prep Cook Entry,551020020-Prod HRC c,000500-Cooks
Music Legends Limited,Prep Cook Lead,551020020-Prod HRC c,000500-Cooks
Music Legends Limited,Prep Cook Multi,551020020-Prod HRC c,000500-Cooks
Music Legends Limited,Dishwasher,554620020-Steward,000510-Dishwashers
Music Legends Limited,Bartender,554120020-Bartenders,000520-Bartenders
Music Legends Limited,Server,554420020-Servers HR,000530-Servers
Music Legends Limited,Busperson,554920020-Buspersons,000540-Bussers
Music Legends Limited,Receiver,555020020-StoreRm Wa,000550-Receiving
Music Legends Limited,Host,546020020-Greeter HR,000560-Host_Hostess
Music Legends Limited,Maintenance Mgr,553120083-Maint Wage,000600-Maint.
Music Legends Limited,Night Cleaner,554720020-Night Clea,000750-Cleaners
Music Legends Limited,Assistant GM,510020020-Mgmt Wage,005700-Administration
Music Legends Limited,General Manager,500020075-Exec.Sal.,005700-Administration
Music Legends Limited,HRC GM,500020075-Exec.Sal.,005700-Administration
,,,
Niagara Resorts Inc.,Front Office Mgr,510013010-Mgmt Sal,001600-Front Desk
Niagara Resorts Inc.,Guest Service Agent,540213010-F_O Wage,001600-Front Desk
Niagara Resorts Inc.,Night Auditor,540313010-N_Audit Wa,001600-Front Desk
Niagara Resorts Inc.,Senior Night Audit,540313010-N_Audit Wa,001600-Front Desk
Niagara Resorts Inc.,Supervisor,540213010-F_O Wage,001600-Front Desk
Niagara Resorts Inc.,Exec. Housekeeper,530113010-H_Keep Sal,001700-H_Keep
Niagara Resorts Inc.,Houseperson,550213010-Housemen W,001700-H_Keep
Niagara Resorts Inc.,Rm Att Lead Hand,550113010 Rm Att Ham,001700-H_Keep
Niagara Resorts Inc.,Room Att,550113010 Rm Att Ham,001700-H_Keep
Niagara Resorts Inc.,Supervisor,541413010 Ham Hsk Su,001700-H_Keep
Niagara Resorts Inc.,Host,544213020-Cashiers,002600-Cafe
Niagara Resorts Inc.,Lead Hand,544213020-Cashiers,002600-Cafe
Niagara Resorts Inc.,General Manager,510013075-Exec. Sal,005700-Administration
Niagara Resorts Inc.,PROJECT,510013075-Exec. Sal,005700-Administration
Niagara Resorts Inc.,Res Analyst,543413010-Res Analyst,005700-Administration
Niagara Resorts Inc.,Engineering Spvr,530513083-Maint Sal,005800-Maintenance
Niagara Resorts Inc.,Maint Mechanic,553113083-Maint Wage,005800-Maintenance
Niagara Resorts Inc.,Maint Mechanic II,553113083-Maint Wage,005800-Maintenance
,,,
1346674 Ontario Ltd (Perkins),FOH Supervisor,520025020-Spvr Wage,000300-F_Hse Mgmt
1346674 Ontario Ltd (Perkins),General Manager,500025075-Exec.Sal,000300-F_Hse Mgmt
1346674 Ontario Ltd (Perkins),Restaurant Mgr,510025020-Mgmt Wage,000300-F_Hse Mgmt
1346674 Ontario Ltd (Perkins),Expeditor,551025020-Prod Perks,000500-Cooks
1346674 Ontario Ltd (Perkins),Line Cook,551125020-Cooks,000500-Cooks
1346674 Ontario Ltd (Perkins),Prep Cook,551025020-Prod Perks,000500-Cooks
1346674 Ontario Ltd (Perkins),Dishwasher,554625020-Dishwasher,000510-Dishwashers
1346674 Ontario Ltd (Perkins),Server,554425020-Servers,000530-Servers
1346674 Ontario Ltd (Perkins),Host_Cashier,546025020-Seater_Gre,000560-Host_Hostess
,,,
525230 Ontario Ltd (Terrace),TFC Asst Mgr,510021020-Mgmt Wage,000100-TFC Mgmt
525230 Ontario Ltd (Terrace),Maintenance Sup,545021020-Rest.Wage,007500-TFC Attendants
525230 Ontario Ltd (Terrace),Supervisor,520021020-Spvr Wage,007500-TFC Attendants
525230 Ontario Ltd (Terrace),TFC Attendant,545021020-Rest.Wage,007500-TFC Attendants
525230 Ontario Ltd (Terrace),TFC Super,520021020-Spvr Wage,007500-TFC Attendants
525230 Ontario Ltd (Terrace),Barista,554521240-Cafe Baris,007580-Fallsview Starbucks
525230 Ontario Ltd (Terrace),FV STAR Mgr,510021240-Mgr.FV Starbucks,007580-Fallsview Starbucks
525230 Ontario Ltd (Terrace),Supervisor,554521240-Cafe Baris,007580-Fallsview Starbucks
525230 Ontario Ltd (Terrace),Barista,554521440-Cafe Baris,007581-Centre Street Starbucks
525230 Ontario Ltd (Terrace),Starbucks Mgr.,510021440-Barista Mgmt Sal,007581-Centre Street Starbucks
525230 Ontario Ltd (Terrace),Supervisor,554521440-Cafe Baris,007581-Centre Street Starbucks
,,,
2253100 Ontario Inc Marriott Hotel & Spa,Bell Dispatch,554017010 - MFV Bell Service,102050-Bell Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Bellperson,554017010 - MFV Bell Service,102050-Bell Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,F_Service Mngr,530217010 - Bell Salar,102050-Bell Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Midnight Valet,556017065 - MFV Valet Attendant,102050-Bell Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Valet Attendant,556017065 - MFV Valet Attendant,102050-Bell Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Valet Attendant LH,556017065 - MFV Valet Attendant,102050-Bell Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Valet Dispatch,556017065 - MFV Valet Attendant,102050-Bell Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Asst. Front Office Mgr.,530017010 - Front Desk,102051-Front Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,At Your Service,530317010 - Wages-AYS,102051-Front Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Duty Manager,540217010 - MFV Front Desk,102051-Front Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,FD Guest Service Agent,540217010 - MFV Front Desk,102051-Front Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Front Office Mgr,530017010 - MFV Front Desk,102051-Front Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Night Audit Manager,540217010 - MFV Front Desk,102051-Front Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Night Auditor,540317010 - MFV Night Audit,102051-Front Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Sr. Red Coat Concierge,530017025 - Events Coordinator MARR,102051-Front Desk MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Director of Hskp,530117010 - Hskp Salary MARR,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Houseperson,550217010 - MFV Houseperson,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Hskp Supervisor,541417010 - MFV Mgmt-Hr-Hs,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Laundry Attend,542017016 - MFV Laundry,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Laundry Dropper,550217010 - MFV Houseperson,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Laundry Lead,542017016 - MFV Laundry,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Laundry Loader,542017016 - MFV Laundry,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Lead Hskp Sup,541417010 - MFV Mgmt-Hr-Hs,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Lobby_Pool Attendant,550517010 - Lobby_Pool Attendant,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Night Cleaner,550617010 - MFV Nite Cleaner,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Night Maid,550417010 - Night Maids MARR,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Room Attendant,550117010 - MFV Room Attendant,102052-Housekeeping MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Aest_Spa Trainer,552117012 - MFV Esthetician,102053-Spa MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Aesthetician,552117012 - MFV Esthetician,102053-Spa MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Asst. Spa Director,520017012 - Spa Lead,102053-Spa MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Reception Sup,552217012 - MFV-Spa Receptionist,102053-Spa MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,RMT,552017012 - MFV RMT,102053-Spa MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Spa Attendant,553017012 - MFV SPA Cleaner,102053-Spa MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Spa Director,530017012 -Spa Salary,102053-Spa MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Spa Receptionist,552217012 - MFV-Spa Receptionist,102053-Spa MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Spa Supervisor,552117012 - MFV Esthetician,102053-Spa MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Dir Engineering,530517083 - Management Salaries,102078-Maintenance MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Lead MRT,553117083 - MFV Maint Wage,102078-Maintenance MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Lead S Maint,553117083 - MFV Maint Wage,102078-Maintenance MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Mech Eng Sup,553117083 - MFV Maint Wage,102078-Maintenance MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,MRT,553117083 - MFV Maint Wage,102078-Maintenance MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Utility Engineer,553117083 - MFV Maint Wage,102078-Maintenance MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Receiver,555017020 - MFV Storeroom,102500-Receiving MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Receiving Sup,555017020 - MFV Storeroom,102500-Receiving MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Bartender Lounge,554117030 - MFV Bartender Lounge,102501-Terrapin D_ Room MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Breakfast Busser,555317020 - MFV Buspersons-Brkfast,102501-Terrapin D_ Room MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Breakfast Hostess,545917020 - MFV Host - Brkfast,102501-Terrapin D_ Room MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Breakfast Server,554217020 - MFV Servers - Breakfast,102501-Terrapin D_ Room MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Concierge Attendant,545917020 - MFV Host - Brkfast,102501-Terrapin D_ Room MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,F&B Manager,510017020 - Mgmt Sal,102501-Terrapin D_ Room MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,F&B Supervisor,520017020 - Terr Hrly Sup,102501-Terrapin D_ Room MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Host,545817020 - MFV Host,102501-Terrapin D_ Room MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Host,545917020 - MFV Host - Brkfast,102501-Terrapin D_ Room MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Server,554417020 - MFV Servers,102501-Terrapin D_ Room MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,TER Bartender,554117020 - MFV Bartender-Terrapin,102501-Terrapin D_ Room MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Room Service,555117021 - MFV Room Service,102502-Room Service MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Room Service LH,555117021 - MFV Room Service,102502-Room Service MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Porter,554317025 - MFV Bqt Porters,102506-Banquets MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Red Coat Concierge,554317025 - MFV Bqt Porters,102506-Banquets MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Breakfast Cook,551217020 - MFV Cooks - Breakfast,102508-Cooks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Breakfast Cook II,551217020 - MFV Cooks - Breakfast,102508-Cooks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Breakfast K. Mgr.,511617020 - SousChef - Brkfast,102508-Cooks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Concierge Attendant,544217035 - MFV Concierg Loun,102508-Cooks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Cook I,551117020 - MFV Cooks,102508-Cooks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Cook II,551117020 - MFV Cooks,102508-Cooks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Cook III,551217020 - MFV Cooks - Breakfast,102508-Cooks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Cook III,551117020 - MFV Cooks,102508-Cooks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Cook III,551217020 - MFV Cooks - Breakfast,102508-Cooks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Dir Of F&B,510017020 - Mgmt Sal,102508-Cooks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Exec Sous Chef,511517020 - Sous Chef,102508-Cooks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Dishwasher,554617020 - MFV Dishwasher,102509-Dishwashers MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Lead Dishwasher,554717020 - MFV Dishwashers- Brkfast,102509-Dishwashers MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Barista,554517045 - MFV Cafe Barista,102580-Starbucks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Supervisor,554517045 - MFV Cafe Barista,102580-Starbucks MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Assistant GM,501017075 - Secretarial MARR,102700-Admin MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Executive Admin,501017075 - Secretarial MARR,102700-Admin MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Revenue Analyst,830017010 - MFV Revenue Analyst,102700-Admin MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Account Receivable,540017077 - MFV-Accounting,107000-Accounting MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Security LH,540017078 - Security W,107068-Security MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,HR Admin Asst,540017076 - Hourly Non,107200-HR MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,HR Manager,520017076 - HR Manager,107200-HR MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Events & Sales Co-ordinator,530017025 - Events Coordinator MARR,107300-Catering
2253100 Ontario Inc Marriott Hotel & Spa,Events Manager,530017025 - Events Coordinator MARR,107300-Catering
2253100 Ontario Inc Marriott Hotel & Spa,Web Programmer_Coordinator,540017086 - Hourly Wag,107301-Marketing MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Asst Res Sup,543517084 - Res L_Agen,107401-Reservation MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Res Lead Agent,543517084 - Res L_Agen,107401-Reservation MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Reservation Agent,543117084 - Res Admin,107401-Reservation MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Reservation Supervisor,543517084 - Res L_Agen,107401-Reservation MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Gift Store Mngr,520017055 - Supervisor,108050-Gift Shop MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Retail Associate,540017055 - Hourly Non,108050-Gift Shop MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Retail Supervisor,540017055 - Hourly Non,108050-Gift Shop MARRIOTT
2253100 Ontario Inc Marriott Hotel & Spa,Retail Asso GW,540018055 - RetAssocGW,108051-MFV RetailGW
,,,
2088274 Ontario Inc Magnificent Tours,Director of Operations,545855015 - Wages Management,112050-Tours Magnificent Tours
2088274 Ontario Inc Magnificent Tours,General Manager,545855015 - Wages Management,112050-Tours Magnificent Tours
2088274 Ontario Inc Magnificent Tours,Sales Agent,575455015 - Tour Agents,112050-Tours Magnificent Tours
2088274 Ontario Inc Magnificent Tours,Tour Agent,575455015 - Tour Agents,112050-Tours Magnificent Tours
2088274 Ontario Inc Magnificent Tours,Tour Assistant,575755015 - Tour Clerks,112050-Tours Magnificent Tours
2088274 Ontario Inc Magnificent Tours,Tour Driver,575555015 - Tour Drivers,112050-Tours Magnificent Tours
2088274 Ontario Inc Magnificent Tours,Tour Driver,575517010 - MFV Tour Driver,112050-Tours Magnificent Tours
2088274 Ontario Inc Magnificent Tours,Tour Driver Sup,575555015 - Tour Drivers,112050-Tours Magnificent Tours
2088274 Ontario Inc Magnificent Tours,Wine Tour_Group,575855015 - WineTour_Group,112050-Tours Magnificent Tours
,,,
Niagara Brewing Company,NBC Salary Mgmt.,510029020-NBC FOH Mgn't Wages,000300-F_Hse Mgmt
Niagara Brewing Company,NBC Supervisor,520029020-NBC FOH Sup Wages,000300-F_Hse Mgmt
Niagara Brewing Company,BREW BOH Mgr.,510029020-NBC FOH Mgn't Wages,000351-B_Hse Mgmt
Niagara Brewing Company,Brewmaster,510029211-NBC Whl Sa,000400-NBC
Niagara Brewing Company,NBC Whole Pkg,542029211-WhlBOHPack,000400-NBC
Niagara Brewing Company,Wholesale Brew,541529211-WhlBOHBrew,000400-NBC
Niagara Brewing Company,Wholesale Driver,540629211 NBC-Wholesale Driver,000400-NBC
Niagara Brewing Company,Lead Cook,551129020-NBC Line Cooks,000500-Cooks
Niagara Brewing Company,Lead Prep Cook,551129020-NBC Line Cooks,000500-Cooks
Niagara Brewing Company,NBC Cooks,551129020-NBC Line Cooks,000500-Cooks
Niagara Brewing Company,Dishwasher,554629020-NBC Dishwashers,000510-Dishwashers
Niagara Brewing Company,Bartender,554129020-NBC Bartenders,000520-Bartenders
Niagara Brewing Company,NBC Bartender,554129020-NBC Bartenders,000520-Bartenders
Niagara Brewing Company,NBC Server,554429020-NBC Server,000530-Servers
Niagara Brewing Company,NBC Host_Retail,546029020-NBC Seater_Greeter,000560-Host_Hostess
Niagara Brewing Company,NBC Hostess,546029020-NBC Seater_Greeter,000560-Host_Hostess
Niagara Brewing Company,Maintenance,553129083-NBC Maint Wages,000600-Maint.
Niagara Brewing Company,Night Cleaner,554729020-NBC Night Cleaners,000750-Cleaners
Niagara Brewing Company,General Manager,510010042-SJ Mgmt Sa,005700-Administration
,,,
Resort On The Falls Inc,Bell Cpt FT,540118010-Concierge Wages,122050 - Bellmen
Resort On The Falls Inc,Bell_Doorman,540118010-Concierge Wages,122050 - Bellmen
Resort On The Falls Inc,Asst Front Mgr,510018010-Mgmt Salaries,122051 - Front Office
Resort On The Falls Inc,FO Manager FT,530018010-Salaries,122051 - Front Office
Resort On The Falls Inc,FO Manager FT,510018010-Mgmt Salaries,122051 - Front Office
Resort On The Falls Inc,Front Office Sup,530018010-Salaries,122051 - Front Office
Resort On The Falls Inc,GSA_AYS FT,540218010-Front Office Wages,122051 - Front Office
Resort On The Falls Inc,GSA_SWB FT,530318010-AYS,122051 - Front Office
Resort On The Falls Inc,Guest Ser Ag FT,540218010-Front Office Wages,122051 - Front Office
Resort On The Falls Inc,Guest Ser Sup FT,530018010-Salaries,122051 - Front Office
Resort On The Falls Inc,Jap Gsa FT,540218010-Front Office Wages,122051 - Front Office
Resort On The Falls Inc,LH GSA_SWB FT,540218010-Front Office Wages,122051 - Front Office
Resort On The Falls Inc,NIGHT AUD FT,540318010-Night Audit Wages,122051 - Front Office
Resort On The Falls Inc,Night Aud Sup FT,540318010-Night Audit Wages,122051 - Front Office
Resort On The Falls Inc,Asst Exec Hskp,541418010-Hskp Sup Wages,122052 - Housekeeping
Resort On The Falls Inc,Exec Hskp,530118010-Housekeeper Salaries,122052 - Housekeeping
Resort On The Falls Inc,Houseperson FT,550218010-Houseperson Wages,122052 - Housekeeping
Resort On The Falls Inc,Hskp Sup FT,541418010-Hskp Sup Wages,122052 - Housekeeping
Resort On The Falls Inc,LH Houseperson FT,550218010-Houseperson Wages,122052 - Housekeeping
Resort On The Falls Inc,Night Maid FT,550418010-Lobby & N.Maids Wages,122052 - Housekeeping
Resort On The Falls Inc,Rm Att FT,550118010-Room Attendant Wages,122052 - Housekeeping
Resort On The Falls Inc,Rm Att FT,550518010-Lobby Wage,122052 - Housekeeping
Resort On The Falls Inc,Laundry Att FT,542018016-Laundry Wages,122054 - Laundry
Resort On The Falls Inc,Engineering Mgr,530518083-Maintenance Salaries,122078 - Maintenance
Resort On The Falls Inc,Maint Tech FT,553118083-Maintenance Wages,122078 - Maintenance
Resort On The Falls Inc,Maint Tech LH FT,553118083-Maintenance Wages,122078 - Maintenance
Resort On The Falls Inc,Painter FT,553118083-Maintenance Wages,122078 - Maintenance
Resort On The Falls Inc,GEN LABOUR FT,560018083-GW Const,122178 - Constructions
Resort On The Falls Inc,Receiver FT,550018049-Purchasing & Receiving Wages,122500 - Receiving
Resort On The Falls Inc,Receiving Mgr FT,510018049-Management Salaries,122500 - Receiving
Resort On The Falls Inc,Bartender FT,554118030-Bartender,122501 - Caf�
Resort On The Falls Inc,Busperson PT,554918020-Busperson,122501 - Caf�
Resort On The Falls Inc,D_R Hostess FT,546018020-Seater_Greeter,122501 - Caf�
Resort On The Falls Inc,F&B Sup FT,520018020-Supervisor Wages,122501 - Caf�
Resort On The Falls Inc,Server FT,554418020-Server Wages,122501 - Caf�
Resort On The Falls Inc,Rm Service FT,555118021-Room Service Wages,122502 - Room Service
Resort On The Falls Inc,Bartender FT,554118030-Bartender,122504 - Great Room
Resort On The Falls Inc,Concierge FT,544218035-Concierge Lounge Wages,122504 - Great Room
Resort On The Falls Inc,1ST YR APP PT,551018020-Production Cooks,122508 - Kitchen
Resort On The Falls Inc,2nd Yr APP FT,551018025-Production Cooks,122508 - Kitchen
Resort On The Falls Inc,2nd Yr App PT,551018020-Production Cooks,122508 - Kitchen
Resort On The Falls Inc,3rd Yr App FT,551018025-Production Cooks,122508 - Kitchen
Resort On The Falls Inc,Banquet Sous Chef,510518020-BOH Mgmt Sal,122508 - Kitchen
Resort On The Falls Inc,Cook 1 FT,551018025-Production Cooks,122508 - Kitchen
Resort On The Falls Inc,COOK 2 FT,551018025-Production Cooks,122508 - Kitchen
Resort On The Falls Inc,COOK 2 PT,551018025-Production Cooks,122508 - Kitchen
Resort On The Falls Inc,COOK 3 FT,551018020-Production Cooks,122508 - Kitchen
Resort On The Falls Inc,Exec Chef,510518020-BOH Mgmt Sal,122508 - Kitchen
Resort On The Falls Inc,EXEC SOUS CHEF,520527020-BOH Sup Wages,122508 - Kitchen
Resort On The Falls Inc,Sous Chef FT,510518020-BOH Mgmt Sal,122508 - Kitchen
Resort On The Falls Inc,Sous Chef PT,551018020-Production Cooks,122508 - Kitchen
Resort On The Falls Inc,Steward FT,554618025-Dishwasher,122509 - Stewards
Resort On The Falls Inc,Barista FT,554518045-Caf� Barista,122580 - Starbucks
Resort On The Falls Inc,LH Barista FT,554518045-Caf� Barista,122580 - Starbucks
Resort On The Falls Inc,AREA GM FT,510018075-Mgmt Salaries,122700 - Administrator
Resort On The Falls Inc,Asst Gm,510018075-Mgmt Salaries,122700 - Administrator
Resort On The Falls Inc,EXEC ASSIST PT,510018075-Mgmt Salaries,122700 - Administrator
